subject,object,relation,paper_id,sentence_no,num_evidence
water,plants,suppress,"[211635, 77811]","[6, 4]",2
water,plants,dampen,"[117725, 155636, 74918, 22396]","[1, 0, 2, 7]",4
water,river,pollute,"[222331, 136578, 3536]","[0, 0, 0]",3
water,leaf,stress,"[191586, 113127, 113127, 43161, 49501]","[2, 1, 3, 8, 7]",5
water,region,stress,"[191891, 191891, 135490, 135490, 168514]","[2, 3, 4, 10, 3]",5
water,region,limit,"[226225, 32679]","[4, 5]",2
water,j. regia,stress,"[193179, 193179]","[0, 0]",2
water,crops,stress,"[194672, 214744, 225197, 107784, 117949, 120307, 120307, 77437, 92975, 94002, 97705, 29897, 37538, 37633, 160071, 168568]","[0, 9, 0, 4, 2, 6, 6, 12, 1, 3, 0, 1, 0, 0, 6, 0]",16
water,compounds,contain,"[194920, 194920, 51159]","[4, 4, 2]",3
water,b>stomata/b,stress,"[195943, 179098]","[4, 4]",2
water,ca2,contain,"[195972, 157589]","[1, 0]",2
water,the role of community health,play,"[198058, 7452]","[0, 0]",2
water,both crops,stress,"[200017, 33329]","[3, 4]",2
water,a creature,bear,"[200198, 39063]","[0, 0]",2
water,city,pollute,"[200376, 96532, 265]","[0, 0, 6]",3
water,river basin,pollute,"[221753, 44945, 168737]","[3, 1, 0]",3
water,salinity,have,"[201510, 134805, 61998]","[13, 13, 1]",3
water,heat,exchange,"[201870, 14611]","[22, 6]",2
water,freshwater sites,pollute,"[201965, 121306]","[1, 2]",2
water,people,expose,"[89877, 23596]","[6, 1]",2
water,metal,bear,"[202806, 202806, 202806]","[6, 6, 6]",3
water,the body,pollute,"[203279, 96490]","[8, 1]",2
water,seedlings,stress,"[203391, 210017, 227461, 145082, 146447, 154744, 157462, 53440, 54518, 77879, 98942, 17739, 17739, 17739]","[0, 2, 3, 0, 4, 1, 2, 2, 9, 2, 3, 5, 5, 5]",14
water,temperature,influence,"[143451, 143451]","[2, 2]",2
water,photosynthesis,stress,"[206619, 46098, 86519]","[0, 1, 0]",3
water,gas,exchange,"[206982, 144998]","[23, 4]",2
water,pathogen,bear,"[207080, 178243]","[4, 8]",2
water,the ocean,reach,"[154007, 158830]","[3, 32]",2
water,areas,stress,"[211524, 147239]","[0, 6]",2
water,areas,pollute,"[222750, 59102, 88190, 167390]","[2, 3, 0, 5]",4
water,quality,stress,"[47070, 57814]","[0, 0]",2
water,ecosystem,limit,"[213105, 140726, 42008, 85136, 1729, 178011]","[0, 0, 15, 0, 0, 7]",6
water,a tree,stress,"[215511, 227923, 115599, 141306, 144636, 146645, 77195]","[5, 3, 4, 0, 0, 6, 7]",7
water,a tree,suppress,"[24838, 178110]","[2, 2]",2
water,sodium chloride,contain,"[215559, 215559]","[14, 17]",2
water,level,pollute,"[215628, 145412, 84788]","[7, 5, 7]",3
water,level,require,"[222964, 76283, 17220]","[3, 9, 7]",3
water,country,stress,"[220641, 155558, 155558]","[5, 9, 10]",3
water,rice,stress,"[221257, 221258, 112431, 156295]","[0, 0, 0, 0]",4
water,late season conditions,stress,"[221547, 114051]","[7, 5]",2
water,yield,limit,"[222511, 59738]","[7, 0]",2
water,yield,stress,"[102740, 47070, 57814, 77437, 161459, 162493]","[0, 0, 0, 1, 0, 8]",6
water,salt levels,contain,"[223267, 41590]","[1, 1]",2
water,a bacteria,bear,"[128654, 81147, 994]","[0, 3, 2]",3
water,ards,meet,"[225145, 78852, 90216, 91603]","[1, 0, 0, 0]",4
water,sufficient,suffice,"[226005, 226005, 226005]","[1, 1, 1]",3
water,self,suffice,"[226005, 110044, 782]","[1, 2, 2]",3
water,each species,stress,"[226885, 85204]","[5, 4]",2
water,severe condition,stress,"[226918, 227064, 141800, 155119]","[7, 10, 5, 7]",4
water,transport,drive,"[227361, 227361]","[0, 9]",2
water,l,pollute,"[103793, 1066]","[0, 0]",2
water,rivers,pollute,"[106260, 11522, 165466]","[0, 6, 3]",3
water,corn,stress,"[106930, 155090, 155090]","[4, 1, 2]",3
water,zones,function,"[109904, 109904, 122398, 122398, 61050]","[0, 0, 1, 2, 0]",5
water,seeds,stress,"[59000, 167414, 167829]","[0, 0, 4]",3
water,bay,reside,"[113287, 26863]","[5, 5]",2
water,life,sustain,"[45051, 93367]","[0, 17]",2
water,cultivation,affect,"[114501, 172834]","[5, 7]",2
water,drainage,cause,"[116346, 579]","[16, 2]",2
water,the river,pollute,"[118572, 151264]","[0, 0]",2
water,both species,stress,"[120936, 148538]","[8, 6]",2
water,shellfish,grow,"[127185, 14014]","[3, 0]",2
water,copper,bear,"[129674, 168850]","[2, 1]",2
water,nitrate,contain,"[130697, 173410]","[2, 1]",2
water,cells,stress,"[135705, 135705]","[0, 0]",2
water,system,cool,"[18555, 170345]","[10, 1]",2
water,wheat,stress,"[134374, 55891, 89148, 172977]","[3, 8, 4, 1]",4
water,phenol,pollute,"[139632, 88147]","[3, 0]",2
water,cotton,stress,"[151077, 42201, 45714]","[0, 2, 0]",3
water,a fraction,accommodate,"[154764, 77882, 37847]","[2, 1, 0]",3
water,site,limit,"[157641, 61178, 1280]","[5, 3, 3]",3
water,rural areas,pollute,"[45397, 93306, 40187]","[0, 0, 3]",3
water,songhua river,pollute,"[45949, 54455]","[3, 6]",2
water,episode x,stress,"[46170, 178211]","[0, 0]",2
water,requirements,meet,"[52960, 79135]","[1, 3]",2
water,an outbreak,bear,"[57067, 21749]","[0, 1]",2
water,this ecosystem,limit,"[60512, 76083, 16421]","[1, 6, 6]",3
water,marshes,dominate,"[61216, 97129]","[0, 0]",2
water,other diseases,bear,"[79785, 15599]","[3, 0]",2
water,leaves,contain,"[81490, 81490]","[0, 0]",2
water,main stream,pollute,"[84201, 87828]","[0, 0]",2
water,mars,cycle,"[90631, 90698]","[0, 0]",2
water,waste,receive,"[92018, 176449]","[2, 3]",2
water,yr basin,pollute,"[92781, 9473]","[0, 0]",2
water,amount,account,"[10587, 170972]","[3, 3]",2
water,tour,bear,"[8343, 169736]","[3, 3]",2
water,resistance,improve,"[11688, 172833]","[0, 0]",2
water,phaseolus vulgaris l,stress,"[160819, 178977]","[0, 0]",2
water,lakes,pollute,"[162579, 165466]","[3, 3]",2
analyze,accumulation,show,"[135006, 61998]","[8, 10]",2
analyze,range,show,"[182376, 187794, 137144, 90647]","[8, 0, 4, 5]",4
analyze,range,indicate,"[215894, 117768, 97981, 172636]","[1, 1, 8, 4]",4
analyze,assoc,show,"[180223, 180680, 213219, 223738, 227266, 106661, 127837, 130446, 132989, 148129, 152209, 152741, 153444, 44846, 47877, 50061, 81147, 97335, 19511, 33350, 163783, 177258, 178928]","[3, 6, 5, 10, 2, 2, 2, 4, 4, 3, 5, 3, 4, 2, 5, 5, 5, 10, 5, 8, 6, 7, 4]",23
analyze,assoc,suggest,"[194820, 216472, 224923, 79410, 94126, 13737, 175084]","[2, 4, 5, 1, 1, 4, 5]",7
analyze,assoc,reveal,"[196332, 221125, 119434, 122019, 123962, 147124, 22796, 29804, 34561]","[6, 14, 9, 2, 3, 1, 8, 3, 4]",9
analyze,assoc,indicate,"[208287, 13948, 178131]","[3, 6, 3]",3
analyze,control,indicate,"[192952, 113286, 168434, 176252]","[5, 2, 2, 4]",4
analyze,control,demonstrate,"[224003, 115652]","[5, 4]",2
analyze,control,show,"[154971, 155280, 76888, 94826, 164645]","[10, 4, 4, 2, 6]",5
analyze,accountability,reveal,"[181004, 3663]","[3, 2]",2
analyze,accountability,show,"[190155, 208865, 112883, 120800, 35828]","[2, 1, 2, 8, 3]",5
analyze,accountability,indicate,"[206397, 48699, 48699, 85555]","[5, 3, 5, 3]",4
analyze,correlation,show,"[181112, 181112, 191997, 197067, 215231, 221079, 110266, 111707, 121450, 121689, 133965, 135692, 139679, 143899, 43009, 58639, 61690, 218, 12848, 14536, 16893, 161746, 164484, 166266, 168825, 175374, 176858]","[3, 4, 2, 6, 10, 5, 5, 8, 3, 2, 2, 4, 0, 4, 7, 8, 6, 4, 5, 7, 4, 7, 9, 7, 4, 10, 5]",27
analyze,correlation,indicate,"[191688, 212603, 112321, 48063, 60947, 77634, 82179, 87809, 35780, 172264]","[5, 3, 5, 6, 8, 11, 2, 6, 6, 4]",10
analyze,correlation,reveal,"[191999, 212369, 213435, 221505, 115632, 124648, 146275, 2505, 16792, 174904]","[4, 7, 5, 3, 1, 3, 7, 2, 4, 9]",10
analyze,correlation,suggest,"[121442, 131652, 159105, 55667, 80953, 175820]","[6, 4, 3, 7, 2, 6]",6
analyze,correlation,demonstrate,"[55314, 61958, 93163, 178436]","[8, 6, 5, 4]",4
analyze,relationships,reveal,"[181113, 190901, 191999, 128184, 138889, 147453, 41725, 49798, 60655, 79214]","[6, 1, 7, 8, 4, 9, 7, 14, 1, 1]",10
analyze,relationships,examine,"[193885, 207585]","[6, 3]",2
analyze,relationships,suggest,"[197774, 44846, 35390]","[5, 3, 9]",3
analyze,relationships,yield,"[198730, 222540]","[0, 1]",2
analyze,relationships,establish,"[208532, 218069, 218280, 154122]","[3, 2, 0, 10]",4
analyze,relationships,show,"[109943, 47149, 77216, 80102, 160248, 162678, 176864]","[1, 11, 3, 10, 9, 8, 5]",7
analyze,relationships,highlight,"[116570, 116806]","[7, 6]",2
analyze,relationships,indicate,"[140668, 54403, 80753, 12222, 15675]","[4, 1, 7, 4, 4]",5
analyze,relationships,determine,"[141341, 174454]","[4, 4]",2
analyze,relationships,identify,"[95165, 179306]","[4, 2]",2
analyze,value,demonstrate,"[199766, 113237]","[6, 7]",2
analyze,value,show,"[16496, 173355]","[7, 2]",2
analyze,belongs,reveal,"[216608, 104712]","[3, 4]",2
analyze,information,provide,"[192340, 213427]","[1, 10]",2
analyze,main source,reveal,"[181586, 136170]","[3, 0]",2
analyze,underst,help,"[216367, 134920, 50106]","[1, 0, 2]",3
analyze,underst,increase,"[112384, 72101]","[3, 0]",2
analyze,underst,provide,"[131426, 46549, 92087]","[2, 4, 1]",3
analyze,underst,improve,"[40950, 91874]","[16, 7]",2
analyze,consists,show,"[182092, 104786, 147705, 22938]","[7, 5, 7, 2]",4
analyze,consists,indicate,"[153490, 58639, 59502]","[4, 5, 2]",3
analyze,influence,demonstrate,"[182760, 7157]","[3, 3]",2
analyze,influence,indicate,"[192470, 201883, 45169, 9763]","[0, 5, 4, 6]",4
analyze,influence,show,"[206147, 125396, 125396, 127549, 45878, 47460, 49919, 72784, 83500, 85327, 89881, 23864, 35143, 168537, 174897, 179379]","[5, 7, 7, 4, 7, 4, 9, 5, 6, 1, 2, 5, 1, 6, 3, 6]",16
analyze,influence,reveal,"[210172, 217376, 152246, 41527, 34826, 175322]","[5, 5, 5, 3, 8, 3]",6
analyze,influence,evaluate,"[126804, 178787]","[7, 3]",2
analyze,influence,suggest,"[131727, 131727]","[3, 6]",2
analyze,breakdown,evaluate,"[182314, 12693]","[11, 11]",2
analyze,correspondence,reveal,"[182821, 90012]","[4, 0]",2
analyze,correspondence,show,"[77425, 82372]","[1, 4]",2
analyze,no difference,show,"[183297, 220232, 142936, 161199]","[15, 3, 6, 4]",4
analyze,no difference,indicate,"[201923, 94118]","[7, 3]",2
analyze,upward trend,show,"[183301, 143969]","[0, 6]",2
analyze,impact,suggest,"[183729, 13753, 165087]","[5, 7, 7]",3
analyze,impact,take-into-account,"[186276, 78464]","[2, 2]",2
analyze,impact,show,"[198924, 221435, 42450, 177184]","[14, 11, 12, 4]",4
analyze,impact,highlight,"[227621, 80541]","[1, 3]",2
analyze,impact,indicate,"[104975, 16518, 32265]","[6, 4, 3]",3
analyze,impact,assess,"[105274, 164016]","[3, 4]",2
analyze,impact,investigate,"[133984, 154538, 12901]","[1, 3, 6]",3
analyze,perform,show,"[214488, 169485]","[1, 1]",2
analyze,perform,improve,"[45665, 7244]","[5, 1]",2
analyze,view,provide,"[185213, 9828]","[1, 6]",2
analyze,present,show,"[185300, 187057, 193100, 198868, 120823, 62179, 93169, 94965, 14536, 16150, 18011, 25669, 25669]","[0, 12, 7, 0, 1, 4, 2, 3, 6, 12, 7, 4, 7]",13
analyze,present,reveal,"[199434, 102606, 114553, 126186, 135053, 140971, 141459, 15279, 30916, 179648]","[5, 8, 9, 1, 3, 3, 4, 3, 6, 3]",10
analyze,present,indicate,"[206573, 103985, 141620, 98426]","[7, 1, 6, 11]",4
analyze,present,demonstrate,"[129961, 135699]","[3, 2]",2
analyze,present,confirm,"[134210, 145027, 54884, 39379]","[4, 2, 9, 5]",4
analyze,patterns,reveal,"[214987, 138995, 57194]","[7, 4, 0]",3
analyze,patterns,show,"[122285, 15187]","[7, 3]",2
analyze,trend,reveal,"[186014, 107003, 57187, 85365, 89994, 34100]","[3, 8, 0, 8, 0, 4]",6
analyze,trend,confirm,"[199162, 102769]","[3, 1]",2
analyze,trend,show,"[116116, 133199, 91938, 31030, 36553, 39485]","[8, 7, 6, 9, 1, 9]",6
analyze,estimates,provide,"[197609, 148747, 40470]","[1, 5, 4]",3
analyze,estimates,produce,"[131043, 41344]","[5, 5]",2
analyze,estimates,yield,"[88022, 23673]","[4, 2]",2
analyze,limits,show,"[119239, 134521]","[3, 6]",2
analyze,the main come,show,"[82883, 921]","[7, 7]",2
analyze,composer,characterize,"[81754, 26811]","[4, 4]",2
analyze,information on the degree of pollution,provide,"[188895, 6485]","[1, 2]",2
analyze,link,reveal,"[219289, 146896]","[3, 4]",2
analyze,link,demonstrate,"[145725, 90925]","[3, 1]",2
analyze,models,use,"[189780, 216425, 58826]","[2, 1, 2]",3
analyze,models,establish,"[190620, 106810]","[0, 0]",2
analyze,underwent surgery,show,"[189939, 216845, 155891]","[0, 7, 2]",3
analyze,source,indicate,"[190138, 201488, 115297, 142330, 78161, 12681]","[5, 6, 9, 4, 8, 4]",6
analyze,source,show,"[190768, 128104]","[4, 5]",2
analyze,source,suggest,"[118823, 172220]","[8, 6]",2
analyze,cycle,reveal,"[191554, 116312]","[6, 0]",2
analyze,climate variables,link,"[191615, 112446]","[5, 5]",2
analyze,inducement,show,"[224878, 93235, 171425]","[9, 2, 4]",3
analyze,factors,detect,"[214051, 128184]","[3, 6]",2
analyze,factors,identify,"[107021, 75440]","[3, 9]",2
analyze,pollution,consider,"[147931, 11581]","[1, 1]",2
analyze,city,divide,"[194328, 10894]","[4, 4]",2
analyze,positive correlation,show,"[195108, 202129, 131119, 147832, 153502, 161876, 165936]","[1, 9, 8, 7, 6, 5, 4]",7
analyze,positive correlation,reveal,"[202366, 203092, 107523, 60492]","[3, 4, 4, 3]",4
analyze,distribution,reveal,"[195580, 114091, 51273]","[0, 3, 5]",3
analyze,distribution,show,"[98913, 164707]","[3, 5]",2
analyze,consistent,show,"[196520, 176155]","[9, 8]",2
analyze,reflect,indicate,"[197774, 95456]","[4, 7]",2
analyze,experience,show,"[198663, 222584]","[0, 8]",2
analyze,record,provide,"[199244, 136820, 93674]","[0, 0, 0]",3
analyze,data on particulate matter,use,"[199430, 199430]","[3, 3]",2
analyze,samples,require,"[201032, 119005]","[1, 3]",2
analyze,possession,indicate,"[202372, 215284, 27326]","[4, 7, 5]",3
analyze,contribution,show,"[202465, 42602, 50332, 96675]","[7, 0, 3, 3]",4
analyze,contribution,reveal,"[227255, 77873, 91923, 179674]","[6, 2, 1, 5]",4
analyze,contribution,indicate,"[120292, 144765, 147173, 43074, 55716, 177024]","[7, 10, 6, 9, 10, 9]",6
analyze,contribution,identify,"[126304, 88572]","[7, 10]",2
analyze,energy,dispense,"[204431, 111845, 111845, 163687]","[3, 4, 11, 8]",4
analyze,definition,show,"[205513, 84893]","[5, 8]",2
analyze,a set of protection strategies,determine,"[205597, 140214]","[1, 1]",2
analyze,evidence,put,"[206856, 116254]","[4, 7]",2
analyze,evidence,produce,"[216345, 87679]","[24, 4]",2
analyze,evidence,provide,"[227362, 113339, 124339, 126096, 145890, 157868, 54100, 77571, 29210, 31500, 178415]","[6, 5, 3, 4, 2, 11, 7, 4, 3, 0, 7]",11
analyze,evidence,reveal,"[100845, 14624, 21908]","[8, 7, 7]",3
analyze,evidence,give,"[115927, 179567]","[10, 6]",2
analyze,evidence,show,"[154583, 37292]","[0, 7]",2
analyze,depends,reveal,"[208174, 212502, 72192, 90333]","[3, 6, 4, 2]",4
analyze,depends,show,"[218784, 7793, 160509]","[2, 5, 4]",3
analyze,depends,suggest,"[86579, 165535]","[5, 0]",2
analyze,depends,indicate,"[89104, 164064]","[4, 7]",2
analyze,emissions,cover,"[209501, 117993]","[1, 3]",2
analyze,emissions,show,"[7344, 168812]","[2, 2]",2
analyze,emissions,influence,"[9850, 171321]","[4, 0]",2
analyze,share,show,"[212115, 112250]","[2, 3]",2
analyze,large variation,show,"[215091, 123605]","[2, 7]",2
analyze,contain,reveal,"[216602, 125653, 136031, 147499, 95668]","[3, 7, 9, 3, 2]",5
analyze,contain,indicate,"[117768, 49878, 33699]","[2, 5, 11]",3
analyze,contain,demonstrate,"[131724, 15075]","[1, 6]",2
analyze,contain,show,"[45074, 62020, 169871]","[1, 4, 6]",3
analyze,interaction,suggest,"[150326, 83832, 168642]","[4, 8, 4]",3
analyze,response,reveal,"[123468, 79460, 179704]","[2, 3, 5]",3
analyze,response,suggest,"[48426, 16073]","[5, 5]",2
analyze,association,reveal,"[131222, 28244]","[8, 10]",2
analyze,show,indicate,"[225024, 143655, 147686, 153304, 157298, 34487, 35780]","[5, 2, 5, 2, 2, 5, 8]",7
analyze,show,reveal,"[135045, 20827, 29588]","[0, 5, 2]",3
analyze,attribution,show,"[225256, 105827, 55748]","[12, 5, 4]",3
analyze,high correlation,show,"[225722, 173789]","[1, 2]",2
analyze,upregulation,reveal,"[227563, 30541]","[6, 4]",2
analyze,exhibit,reveal,"[103370, 127356, 148114, 43430, 30906]","[4, 7, 5, 6, 3]",5
analyze,exhibit,indicate,"[132844, 144992, 87005]","[5, 3, 8]",3
analyze,introduction,show,"[104101, 163761]","[2, 1]",2
analyze,responsibility,show,"[85993, 88357]","[4, 6]",2
analyze,exceeds,show,"[109415, 113320, 119147]","[5, 8, 3]",3
analyze,the main composition,reveal,"[111845, 111845]","[4, 11]",2
analyze,generates,show,"[55533, 2870]","[1, 4]",2
analyze,intelligence,provide,"[115456, 177073]","[7, 8]",2
analyze,improvements,show,"[122258, 79616, 88825]","[0, 1, 2]",3
analyze,transcribed,find,"[118308, 118308]","[6, 6]",2
analyze,increases at plants,reveal,"[121671, 25325]","[3, 4]",2
analyze,drive,show,"[145614, 13899]","[5, 2]",2
analyze,differenciation,show,"[130383, 176965]","[2, 4]",2
analyze,requirements,indicate,"[156824, 51821, 14904]","[2, 8, 3]",3
analyze,requirements,show,"[89992, 15963, 16134]","[4, 6, 3]",3
analyze,procedure,validate,"[153999, 93435, 39895]","[9, 5, 1]",3
analyze,demonstrations,reveal,"[138320, 148033]","[5, 5]",2
analyze,demonstrations,show,"[75465, 17523, 38662]","[1, 4, 2]",3
analyze,west of the plains,show,"[138437, 12743]","[6, 6]",2
analyze,rep,show,"[141088, 142424, 88140]","[5, 3, 3]",3
analyze,positive association,show,"[148583, 88048]","[4, 4]",2
analyze,pro,show,"[150283, 166120]","[1, 6]",2
analyze,effecient,show,"[160450, 175696]","[4, 9]",2
analyze,visualizing,provide,"[151715, 6802]","[0, 0]",2
analyze,quantifying,provide,"[151715, 6802]","[0, 0]",2
analyze,competitors,suggest,"[152935, 48846]","[6, 5]",2
analyze,temperature,yield,"[44109, 78818]","[6, 4]",2
analyze,2006,cover,"[59021, 7078]","[6, 5]",2
analyze,the sound feature,clarify,"[54339, 6461]","[3, 3]",2
analyze,relevant,show,"[55458, 94616]","[3, 4]",2
analyze,abscisic acid,identify,"[57834, 179358]","[0, 0]",2
analyze,adsorption,behave,"[79923, 11230]","[2, 5]",2
analyze,outperform,show,"[84796, 164775]","[4, 5]",2
analyze,attention,receive,"[86919, 9851]","[0, 5]",2
analyze,sediment records in the foshan waterway,investigate,"[369, 11245]","[1, 5]",2
analyze,patterns of location,show,"[1258, 12059]","[7, 7]",2
analyze,answer,help,"[2103, 2706]","[1, 1]",2
analyze,advantages,show,"[2232, 8688]","[3, 2]",2
analyze,multidecadal oscillations,identify,"[2993, 3103]","[1, 1]",2
analyze,secular trends,identify,"[2993, 3103]","[1, 1]",2
analyze,deposits,show,"[7344, 168812]","[2, 2]",2
analyze,main characteristics,get,"[8169, 169366]","[1, 1]",2
analyze,three elements,consider,"[8834, 169311]","[6, 6]",2
analyze,bridge,cause,"[9835, 161798]","[1, 1]",2
analyze,nitrite levels in samples from the study basin,reveal,"[13141, 171819]","[2, 2]",2
analyze,utility,demonstrate,"[13791, 14859]","[10, 12]",2
analyze,meant,show,"[160516, 178303]","[8, 8]",2
this framework,operation,effective,"[4169, 4178]","[2, 2]",2
city,water,supply,"[209725, 96789, 175885]","[0, 5, 3]",3
city,water,demand,"[110777, 229, 11344]","[0, 1, 5]",3
city,water,save,"[13590, 13590]","[1, 3]",2
city,conflict,reconcile,"[187461, 109828]","[6, 3]",2
city,air,pollute,"[188026, 194061, 194694, 202674, 213688, 217692, 219067, 219129, 220840, 225468, 104206, 106209, 107712, 109506, 111411, 113049, 119429, 120006, 120230, 121632, 135623, 139539, 142689, 143303, 159123, 41153, 61692, 80332, 80332, 94631, 95076, 11692, 12345, 13779, 14443, 14579, 16034, 34047, 159543, 163675, 169120, 172828, 175559, 177306, 178778, 178813]","[2, 0, 0, 1, 6, 0, 0, 12, 6, 9, 6, 4, 6, 1, 0, 1, 2, 0, 0, 6, 0, 0, 0, 0, 0, 8, 5, 1, 1, 6, 0, 11, 2, 0, 0, 9, 1, 2, 6, 1, 0, 11, 1, 0, 5, 0]",46
city,coal,mine,"[189850, 115675, 60331]","[0, 4, 0]",3
city,countryside,pollute,"[194847, 104130]","[0, 0]",2
city,environment,sustain,"[87733, 7800]","[1, 1]",2
city,pollution,source,"[203224, 214670, 133411]","[31, 0, 16]",3
city,emissions,source,"[146661, 11602, 37429, 173498]","[0, 0, 0, 0]",4
city,emissions,reduce,"[1811, 11737]","[3, 0]",2
city,dhaka,have-mod,"[204056, 10655]","[4, 4]",2
city,people,employ,"[146467, 29389]","[1, 3]",2
city,role,play,"[212736, 137468, 61791, 161766]","[9, 8, 3, 3]",4
city,noise,pollute,"[222482, 527]","[0, 0]",2
city,china,have-org-role,"[101744, 162316]","[6, 1]",2
city,greenhouse gases,emit,"[110088, 142162, 11737, 13686, 178419]","[0, 12, 0, 4, 1]",5
city,l,use,"[118792, 179283]","[0, 5]",2
city,energy,consume,"[131569, 98865, 9355]","[3, 0, 2]",3
city,energy,need,"[3966, 24685]","[5, 1]",2
city,aquatic ecosystem,sustain,"[156409, 12544]","[5, 5]",2
city,water resources,sustain,"[8962, 170518]","[4, 0]",2
city,rep,start,"[2006, 3383]","[0, 0]",2
city,enormous sources,represent,"[2006, 3383]","[0, 0]",2
city,ash,pollute,"[8179, 169372]","[2, 2]",2
contamination,risiken,cause,"[180831, 106417, 118332, 61029, 10452]","[1, 0, 2, 1, 7]",5
contamination,risiken,represent,"[139290, 95489]","[0, 0]",2
contamination,risiken,pose,"[147163, 79126]","[0, 9]",2
contamination,environment,concern,"[188273, 192356, 120402, 146663, 149556, 75425, 175986]","[0, 5, 0, 0, 1, 0, 0]",7
contamination,environment,affect,"[193498, 163653, 174437, 176350]","[1, 7, 0, 3]",4
contamination,environment,impact,"[205281, 139418]","[0, 2]",2
contamination,environment,issue,"[208382, 115831, 40647, 166406, 171302]","[0, 0, 0, 0, 0]",5
contamination,biology,affect,"[206269, 225943]","[0, 12]",2
contamination,water quality,affect,"[217726, 89587]","[3, 1]",2
contamination,human health,affect,"[41502, 87936]","[0, 1]",2
contamination,people,affect,"[117629, 60272]","[2, 0]",2
contamination,toxic,effect,"[138181, 45893]","[0, 2]",2
contamination,system,affect,"[128423, 61025]","[0, 0]",2
contamination,a nematode population,affect,"[131969, 131969]","[3, 3]",2
contamination,growth,affect,"[624, 11553]","[1, 1]",2
contamination,stress,induce,"[156528, 88023]","[16, 1]",2
contamination,biota,effect,"[59484, 59484]","[2, 2]",2
contamination,reproduction,affect,"[89948, 89948]","[11, 11]",2
contamination,emissions,cause,"[96297, 8803]","[0, 0]",2
contamination,loser,cause,"[37989, 176807]","[1, 1]",2
the result,correlation,show,"[180045, 184046, 188697, 214522, 220821, 221257, 221258, 226169, 226544, 100506, 106919, 113474, 122250, 123669, 132872, 136468, 140226, 142874, 143121, 149490, 153266, 41358, 41871, 46471, 49767, 52706, 55342, 57264, 62176, 77926, 79274, 80199, 82812, 85714, 91248, 93006, 95216, 97327, 537, 748, 1178, 11527, 12790, 14274, 160509, 163611, 163838, 164507, 165801, 166084, 167504, 169131, 173406, 173701]","[3, 4, 4, 1, 1, 7, 7, 5, 0, 10, 6, 1, 5, 9, 4, 10, 3, 4, 3, 2, 3, 0, 4, 1, 0, 0, 3, 0, 5, 1, 5, 9, 3, 2, 8, 5, 4, 1, 1, 6, 19, 1, 6, 3, 1, 3, 2, 3, 6, 4, 2, 2, 2, 7]",54
the result,correlation,indicate,"[182841, 193332, 223590, 226333, 105222, 49104, 59033, 71803, 83488, 90622, 94333, 97826, 16112, 37652, 161146, 163756, 164381, 166046, 167202]","[0, 0, 0, 1, 3, 4, 1, 2, 5, 10, 3, 2, 4, 4, 1, 4, 6, 5, 4]",19
the result,correlation,demonstrate,"[106132, 13251]","[6, 5]",2
the result,choice,show,"[180094, 201883, 48938, 168726]","[4, 3, 0, 2]",4
the result,range,show,"[180133, 185662, 190505, 197667, 199015, 202769, 206504, 215048, 217449, 221036, 104244, 112016, 116652, 122218, 122231, 130240, 133379, 135208, 143758, 45916, 48832, 55409, 56708, 57619, 75993, 79369, 97522, 401, 2098, 2684, 3295, 11399, 11597, 30964, 31018, 31054, 31061, 31067, 166315, 167112, 171903, 172368, 172607, 173224, 173313, 179813]","[5, 2, 2, 3, 4, 1, 2, 2, 3, 1, 1, 5, 0, 2, 2, 7, 6, 1, 6, 1, 1, 1, 2, 1, 2, 2, 2, 2, 3, 1, 1, 6, 1, 2, 2, 3, 1, 3, 2, 1, 1, 3, 4, 1, 4, 4]",46
the result,range,indicate,"[203210, 213060, 89575, 95665, 39561, 164678, 170397, 174130, 174746]","[3, 1, 1, 1, 4, 1, 1, 1, 1]",9
the result,perform,show,"[180219, 211661, 225066, 112654, 115662, 122062, 139562, 149730, 157635, 42980, 81224, 98307, 2734, 2838, 26150, 164902, 168683, 173932]","[4, 5, 7, 8, 7, 3, 8, 5, 1, 19, 2, 5, 6, 7, 4, 14, 2, 4]",18
the result,perform,indicate,"[190663, 57035, 8219, 170914]","[1, 3, 3, 5]",4
the result,perform,reveal,"[77724, 1256]","[2, 6]",2
the result,perform,demonstrate,"[81270, 173030]","[9, 6]",2
the result,meant,indicate,"[180238, 106831]","[4, 3]",2
the result,detection,indicate,"[180275, 221231]","[2, 0]",2
the result,detection,show,"[100381, 78885, 30986, 39659, 166344]","[3, 1, 3, 1, 1]",5
the result,drive,suggest,"[180318, 16750]","[4, 8]",2
the result,influence,show,"[180368, 181994, 188624, 198669, 200920, 216398, 106163, 124469, 131609, 134768, 139095, 141679, 147764, 148223, 149531, 152161, 153237, 46219, 46930, 52592, 54934, 78053, 79356, 79728, 82044, 95195, 96656, 93, 228, 230, 260, 1968, 4091, 11377, 11671, 30111, 38781, 161124, 164382, 165834, 166782, 167505, 168871, 170359, 171115, 172073, 173452]","[7, 6, 0, 5, 1, 1, 2, 4, 5, 0, 1, 6, 5, 2, 0, 1, 3, 4, 0, 0, 8, 1, 5, 3, 0, 0, 6, 1, 1, 2, 3, 3, 2, 7, 2, 5, 1, 2, 9, 4, 3, 1, 1, 1, 1, 3, 2]",47
the result,influence,suggest,"[192070, 197610, 212672, 216463, 9788, 174195]","[4, 8, 1, 8, 3, 4]",6
